text,class
 Will it be shipped today dear. ,yes
" Then I bought it to start school and eat it at school. Haha, how much is this fat. ",yes
 What is the express delivery. ,yes
 Is there any discount. ,yes
Ship as soon as possible. ,yes
Then please send it to me as soon as possible. ,yes
 You can get a discount of 10 yuan with a coupon. ,yes
 I buy three get one free,yes
 where did you give it to me. ,yes
 Can this newborn be used for both wet and dry use. ,yes
" The address is the immigration square, don't send it wrong. ",yes
" I contact you, you can return it, do you need money. ",yes
" Hello, why do I eat it It feels sour. ",yes
 Is it also a box of six. ,yes
Can I participate in this? This is a good deal. ,yes
 I placed the order on the 13th. Can you take it. ,yes
 Are you there. ,yes
 Hello. Is the egg yolk and meat floss flavored one free for every one? ,yes
 The price of sweat tissue is wrong. ,yes
" If it's useful, send it back for reissue. ",yes
" I want to buy four things, how can I place an order for free shipping? . ",yes
 is not free shipping. ,yes
 What about melon seeds. ,yes
" Yes. The next double 12 will be cheaper. Next time it goes up, it will go up",yes
 The express delivery still goes to you to receive the goods. ,yes
 I just took a pack of 5 jins of walnuts and 1 jin of walnuts. Do you need 5 bags if you have them? Thank you. ,yes
 The price is cheaper and I took it. ,yes
 538872953711 Is this in stock? The shopkeeper. ,yes
 This is a set of cotton soft towels. Change. ,yes
Can you ship it earlier? ,yes
 Can it be shipped today. ,yes
 Then I will place an order together and it will be shipped today No. ,yes
" Hello, do you have this walnut creamy Hello, do you have this walnut creamy. ",yes
 What should I do if it is not a vacuum. ,yes
 How much discount can I get for buying tea knives and tea pens. ,yes
 Free shipping. Is ,yes
 Help me Can I pay if I change the price? ,yes
" 599 799 pure cotton non-woven non-woven fabric is almost softer than pure cotton, but absorbs water slower than pure cotton. The price is much higher than that of pure cotton. It is suitable for a large number of non-woven fabrics. Which one is more cost-effective? Both are dry. ",yes
" If you take 3 pieces, the price will be changed automatically. ",yes
 What is the price now. ,yes
 Different flavors have different prices . ,yes
 How do you pay the deposit for your event. ,yes
" I don't want a gift box, can you hurry up. ",yes
" Old customer, can you get a coupon for walnuts? It's not a big loss, I'll sell it for you. ",yes
" My dear, is there anything I can help you with. ",yes
" My order showed that it was shipped yesterday, but there is no logistics information. I'm on a business trip here. ",yes
" Kiss this is to fix the copper parts, so every one has nails driven in. ",yes
 Why are you so much cheaper here. ,yes
 there. Can my friend sell me five pounds for 84 yuan. ,yes
 Can I ship it together? ,yes
 customers are buying one get one free now. ,yes
 buy one get one free or something. ,yes
 Pick it up and send it to me. ,yes
" Hello dear, this is pure cotton. ",yes
 This enlarged size link is given to one. ,yes
 Then I will place an order now. Can you deliver it today? Don't you send me SF Express? ,yes
 see I didn't ship it as soon as possible. I need it urgently. ,yes
 What is the difference between the two. right,yes
" is not 1596, so I submit the order or the price of 198. Another 199 automatically changed my order, you can take a look. ",yes
 How many packs. Bought before ,yes
 can you place an order now. ,yes
 i want to buy wipes. ,yes
 Does this cup holder also send the three pieces shown in the picture. ,yes
I saw your order. You are taking a salt and pepper flavor. ,yes
 is it a good deal for a party. ,yes
" oh oh, in-store activities oh. Isn't this the countdown to the cost-effective? ",yes
" 520401029636 I have already purchased this wipe, please send it as soon as possible. What courier do you have? The other 2 couriers are not specified, please check the delivery address.",yes
Please send it as soon as possible. ,yes
 I will notify you in time with a reply. ,yes
 I hope you are not lying to me. ,yes
 You can't help me remark and change the address. ,yes
 Do I need postage for all 119 items I bought. ,yes
I'm talking about which one is better to use cotton wipes or wet wipes. ,yes
" This is possible, but I have already helped you to urge the piece. ",yes
" Yesterday, it said that the refund will be processed within 24 hours, and it has not arrived in the account. ",yes
 How long is the warranty period and when will it leave the factory. ,yes
 When will it be available? Notice. ,yes
 When will it be shipped now? ,yes
 What courier is sent. ,yes
 I have never bought this enlarged cotton. The biggest one can you try it. ,yes
"I want a tea needle with a large flat head, which is easier to use. ",yes
 How can I get two coupons if I buy two. ,yes
 Did the express delivery not stop until the day after tomorrow? ,yes
 I am placing an order now. ,yes
 Buy two. ,yes
 I want to buy about 20 packs.,yes
 why not deliver. ,yes
 milk Is it fragrant. ,yes
 I haven't eaten yours and I don't know how it tastes. ,yes
" I hope you don't be disappointed. Are the hazelnuts and macadamias here, the shopkeeper?",yes
" Does the A package have caramel melon seeds, watermelon seeds, peanuts, almonds, hazelnuts, macadamia nuts. ",yes
 Kisses are all discounts for the package. ,yes
 Is there dried mango in it? Is it three packs of dried mango 19? ,yes
 Is each pack 118 grams. ,yes
 I bought it I want to return the six packs to show you the photos. ,yes
 I have placed an order. ,yes
 I want to ask if this two-in-one is a tea needle or a tea knife. ,yes
Buy 7 first,yes
" Followed, how to buy now. ",yes
" Yes. What is the name of the appliance, do you sell it here? ",yes
" Thank you later, I bought other things to shoot together. ",yes
" This is pure cotton, right. ",yes
" OK, I will buy two bags. ",yes
" Can I get a discount if I want two bags. Over 499, minus 20, over 259, minus 10, over 169, minus 5 yuan. ",yes
 Is the clip you sent easy to use. ,yes
 want to buy 3. ,yes
 how many bags of ten dollars. ,yes
Is this pure cotton. ,yes
 What is the difference between these two. ,yes
Are you there. ,yes
 Can I buy it at the best price on the 8th. ,yes
 Hello. What is the delivery. ,yes
 Does each box have four flavors?,yes
 Is the good name and phone number engraved on the cover or handle of the knife. ,yes
 Does this tissue contain fluorescent agent? What courier. ,yes
 Then I return it and buy it again? Yes. ,yes
 Isn't it a pack?,yes
" For example, which one is more efficient and which one is less wasteful. ",yes
 The link you just sent can't buy it. Please arrange delivery for me as soon as possible. ,yes
 Do you have 5 pounds?,yes
 Do you have a tea knife? ,yes
" I am a regular customer Oh, I'll buy your wipes. ",yes
" If it is sent to Henan, will it be broken. ",yes
 I want bean paste and egg yolks I can't get free shipping. I can't buy four.,yes
 Hello. Can a towel wipe the baby's bottom? ,yes
 Can I only buy one pack?,yes
 Will it be shipped today. ,yes
Are you there. ,yes
 Is this bad. ,yes
What kind of material is that. ,yes
 Is this the biggest one. The. ,yes
 What is the difference between this and the 15 by 20 model. ,yes
 Do you have a portable pack? ,yes
 coupons Why can't I get it. ,yes
 Do you have 6 packs? ,yes
How big is this. ,yes
 Are you there. OK. ,yes
 Is this the price of one box or the price of two boxes. ,yes
 Can you send it by post. . ,yes
" pro, I can get a discount. I want to buy two bags. ",yes
" Are walnuts new? The date of the goods is fresh, so you can buy it with confidence. ",yes
I bought it two days ago and I still want to buy one today. ,yes
" When I was buying the macadamia nuts, the stock was tight and I couldn't buy it again in the afternoon. I'm busy now. ",yes
 Hello. ,yes
What's in the 229 yuan. ,yes
 Well. Look at the comments and say that it is relatively poor. ,yes
 Does this batch have a cover?,yes
 Is this 399? Hi wait. ,yes
 I don't know the specific price yet. ,yes
 is a thin-skinned walnut. ,yes
